Category were the 30 under 30 person was selected,Forbes Name,Forbes Age,Forbes Country,Role in the Company,Company,Description,LinkedIn Profile,linkedin_name,Exact match between the name ?,Did I had o perform a manual searh to find the linkedin profile ?
30 Under 30 - Europe - Retail & Ecommerce,Elsa Hermal,28,France,Cofounder, epicery,"Paris-based Epicery is a one-hour fresh food delivery service launched in fall 2016 by Hermal and her three cofounders. With 350 independent store vendors including local butchers, fishmongers, greengrocers and wine shops, Epicery helps bring artisanal stores online. Hermal, who serves as COO, was a finalist at the Women Startup Challenge Europe in 2017.",https://www.linkedin.com/in/elsahermal,Elsa Hermal ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Charles Nouboue,28,France,Founder, Fitle,"In 2013, Cameroon-born Nouboue founded Fitle, a ""virtual fitting room"" platform that uses 3D technology so shoppers can create avatars and try on clothing online. With Fitle, online merchants can improve conversion by 14% and decrease returns by 30%. The Paris-based startup has 1 million monthly active users and more than 200 e-shops, including Vente-privee.",https://fr.linkedin.com/in/charles-nouboue-06914226/en,Charles NOUBOUE ,FALSE,NO
30 Under 30 - Europe - Retail & Ecommerce,Camille Rumani,28,France,Cofounder, Eatwith,"Founded in 2014, Eatwith (formally VizEat) connects travelers to local hosts for homecooked meals, food tours and more. The world largest social dining platform, Eatwith has 25,000 hosts in 130 countries and 500,000 users. Apple editors recognized the startup's app in 2017 as one of those that shaped the year in app culture. As COO, Rumani oversees operations and product development.",https://www.linkedin.com/in/camille-rumani-11679a43,Camille Rumani ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,François-Xavier Trancart,28,France,Cofounder, Artsper,"In 2013, Trancart and his 30-year-old cofounder launched Artsper, an online marketplace for contemporary art that partners with 1,500 galleries for a total of 10,000 international artists. With an inventory of 75,000 artworks, Artsper sells 1,000 pieces a month. The Paris-based startup has raised ?3.8 million to date.",https://www.linkedin.com/in/francois-xavier-trancart-a8b29917/,Francois-Xavier TRANCART ,FALSE,NO
30 Under 30 - Europe - Science & Healthcare,Ana?s Barut,25,France,Cofounders, DAMAE Medical,"DAMAE Medical has, since Barut and Siret co-founded it with Arnaud Dubois in 2014, attracted numerous rounds of funding: ?2 million 2017 -- from some of the most influential biotechnology players on the continent -- allowed the company to speed up their work on developing their early skin cancer detection techniques. All in all, under Barut's leadership, DAMAE Medical is worth around ?10 million. It's won its fair share of awards too. Most notably, DAMAE Medical back in 2014 was rewarded by the French Innovation Commission, as the winners of the Individualized Medicine category of the Worldwide Innovation Challenge. Ultimately, Barut was welcomed at the Palais de L'Elysée by the French President. Bridging the gap between the worlds of physics and medicine to develop the company's product has been her main challenge, because ""they speak very different languages,"" Barut says. ""But at the same time, I believe that when you build this kind of bridge, it's good for innovation.""",NO PROFILE,Ana Gregorio ,FALSE,YES
30 Under 30 - Europe - Science & Healthcare,David Siret,26,France,Cofounders, DAMAE Medical,"DAMAE Medical has, since Barut and Siret co-founded it with Arnaud Dubois in 2014, attracted numerous rounds of funding: ?2 million 2017 -- from some of the most influential biotechnology players on the continent -- allowed the company to speed up their work on developing their early skin cancer detection techniques. All in all, under Barut's leadership, DAMAE Medical is worth around ?10 million. It's won its fair share of awards too. Most notably, DAMAE Medical back in 2014 was rewarded by the French Innovation Commission, as the winners of the Individualized Medicine category of the Worldwide Innovation Challenge. Ultimately, Barut was welcomed at the Palais de L'Elysée by the French President. Bridging the gap between the worlds of physics and medicine to develop the company's product has been her main challenge, because ""they speak very different languages,"" Barut says. ""But at the same time, I believe that when you build this kind of bridge, it's good for innovation.""",,,FALSE,
30 Under 30 - Europe - Finance,Charlie Meraud,24,France,Cofounders, AFGC,"Meraud, Sabba and Touag started AFGC, Association Française pour la Gestion des Cybermonnaies (French Association for the Management of Crypto Currencies), to promote the new asset class. Working with regulatory offices across Europe, the non-profit tries to gather major institutions around the topic and will publish a whitepaper on institutional investment in cryptocurrencies.The group also plans to set up a regulated cryptocurrency fund.",https://twitter.com/CharlieMero,Charlie Meraud (@CharlieMero) ,FALSE,NO
30 Under 30 - Europe - Finance,Karim Sabba,26,France,Cofounders, AFGC,"Meraud, Sabba and Touag started AFGC, Association Française pour la Gestion des Cybermonnaies (French Association for the Management of Crypto Currencies), to promote the new asset class. Working with regulatory offices across Europe, the non-profit tries to gather major institutions around the topic and will publish a whitepaper on institutional investment in cryptocurrencies.The group also plans to set up a regulated cryptocurrency fund.",,,FALSE,
30 Under 30 - Europe - Finance,Tugce Ergul,29,France,Founding Partner, Angel Labs,"Angel Labs is one of the world's first investor accelerators, an investment organization at the intersection of VC, international development and education. The goal is to empower inclusive, sustainable and diverse tech innovation through education, funding and mentorship. As managing partner, Ergul has overseen investments of more than $100 million in more than 40 countries.",https://www.linkedin.com/in/tugceergul/,Tugce Ergul - Executive Director @ Angel Labs ,FALSE,YES
30 Under 30 - Europe - Finance,Jonathan Userovici,24,France,VC Investor, Idinvest Partners,"Idinvest is the largest French VC and one of the largest pan-European VCs. With approximately 150 million euros invested annually in Series A &amp; B rounds all over Europe, the company's most recent success story was the NASDAQ IPO of Criteo at a 3 billion euro market cap. Userovici's focus is on investments in the U.K. (Secret Escapes and Onfido), Spain (Ontruck) and France (Cardiologs).",https://www.linkedin.com/in/jonathan-userovici-53891276,Jonathan Userovici ,TRUE,NO
30 Under 30 - Europe - Art & Culture,Levy Sekgapane,27,Germany,Photographer, Alexandra Sophie,"Levy Sekgapane began singing as a child in youth choirs in his native South Africa, and studied at the South African College of Music at the University of Cape Town. While at school, he began appearing in works such as Mozart's Requiem and John Strainers Crucifixion. His operatic repertoire includes Conte d'Almavia in Barber of Seville, Don Ramiro in La Cenerentola as well as Vierter Knappe in Parisfal. He has performed in Berlin, Rome, Copenhagen and Munich and this season will appear in Barber of Seville at the Paris Opera House. Recenty, Sekgapane won first prize at  the prestigious Operalia 2017.",NO PROFILE,Alexandra Vincent ,FALSE,YES
30 Under 30 - Europe - Entertainment,Alexander Zverev,20,Germany,Athlete, Tennis,"One of the sport's youngest stars, Zverev exploded onto the tennis scene after defeating Novak Djokovic in the 2017 Italian Open and Roger Federer in the 2017 Rogers Cup. The wins made him valuable to brands, and he has signed endorsement deals with Adidas and Richard Mille.",NO PROFILE,30+ Alexander Zverev profiles ,FALSE,YES
30 Under 30 - Europe - Law & Policy,Akilnathan Logeswaran,29,Germany,Founder, Stand Up for Europe - Munich,"Logeswaran is one of Germany's strong voices for a unified Europe. He has mobilized tens of thousands to rally in European city streets to combat nationalistic, protectionist policies. He is helping develop ""A New Concept for Europe"" as a member of the World Economic Forum's Young Policy Group.",https://rs.linkedin.com/in/akilnathan,Akilnathan Logeswaran ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Viktoria Frister,29,Germany,Cofounder, Fleurs de Paris,"Founded in 2016 by Frister and her 31-year-old husband, Fleurs de Paris sells ""everlasting roses"" that are treated with a proprietary solution to last at least one year. Its roses are carried in five premium stores in Germany and three department store concessions. In 2017, Fleurs de Paris' revenue reached ?3.5 million.",https://www.linkedin.com/in/viktoria-frister-b3830312,Viktoria Frister ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Max Laarman,24,Germany,Cofounder, Emma Matratzen GmbH,"Founded in 2015, Emma Matratzen offers a 100-night trial on their mattresses and a 100% money-back guarantee, though the company boasts a return rate of under 10%. A subsidiary of Bettzeit Group, Emma sold their 100,000th mattress in September. The bed-in-a-box foam Emma mattress was rated best mattress by consumer organizations in six countries.",https://www.linkedin.com/in/max-laarmann-a8267373,Max Laarmann ,FALSE,NO
30 Under 30 - Europe - Retail & Ecommerce,Tarek Müller,29,Germany,Cofounder, About You,"In 2013, half-Egyptian Müller and his two cofounders had a vision to translate the experience of window-shopping to the internet. As Germany's second-largest online clothing retailer, ABOUT YOU has 2 million active users. The company's revenue reached ?135 million last fiscal year and is expected to more than double in 2018. Müller, who serves as co-CEO, founded four companies prior to ABOUT YOU, launching his first one at the age of 15.",https://www.linkedin.com/in/tarek-m%C3%BCller-19898845,Tarek Müller ,TRUE,NO
30 Under 30 - Europe - Retail & Ecommerce,Artjem Weissbeck,27,Germany,Cofounder, Kapten &amp; Son,"Founded in 2014 by Russia-born Weissbeck and two partners, Kapten &amp; Son started with 5,000 euros and 100 watches in a German dorm. The Germany-based, bootstrapped startup reached eight-figure revenue in 2016. Kapten &amp; Son sells watches, sunglasses and backpacks, and counts more than 500,000 customers worldwide.",http://duckduckgo.com/y.js?u3=https%3A%2F%2Fr.search.yahoo.com%2Fcbclk%2FdWU9NEMyRDlDRkM1NjM0NEI1MyZ1dD0xNTE3NTk5NzYxNDgyJnVvPTc4MjAyODExNjM0OTE5Jmx0PTImZXM9WW5xUkNDRUdQUzlKaDN2RQ%2D%2D%2FRV%3D2%2FRE%3D1517628561%2FRO%3D10%2FRU%3Dhttps%253a%252f%252f46119305.r.bat.bing.com%252f%253fld%253dd38d3t6lL9sIXUi7a2iw5yZTVUCUxBkS6vjREdEA5tINmhY79pkK68ATSWft1Bh%2DHg4%2DZmigMMBTKeh_eJTq6mDF7cGWEbjJB742ErFK%2D33baGmhQJ3fc8o411MNDCvRWxipdHaqaMr8o_n4Ef0cwmMpIpHYA%2526u%253dhttp%25253a%25252f%25252fwww.TUIvillas.com%25252findex.php%25253fpid%25253d49720038032%252526art%25253dexpsearch%252526landiso%25253dIT%252526regionid%25253d1148%252526go%25253dtrue%252526locale%25253dDE_de%252526cur%25253dEUR%252526xtor%25253dSEC%2D11%2DGOO%2D%25255b4266811944%25255d%2D%25255b%25257bcreative%25257d%25255d%2DS%2D%25255b%2525252BComo%25255d%2FRK%3D2%2FRS%3DccuH2mYky45TTYwGDoWeDS1awz8%2D,Artjem Weissbeck ,TRUE,NO
